Title,Company,Location,PostDate,ExtractDate,Summary,Salary,JobUrl
Senior Data Analyst,Unity Technologies,New York State,8 days ago,10-29-2020,"Visualization subject matter expert with BI Platforms and various data visualization tools.
The Unity Live & Digital Team is seeking an experienced Data Analyst…",,https://www.indeed.com/rc/clk?jk=b40afe10e7031fae&fccid=880e4714f2ad94a8&vjs=3
Data Scientist (m/f/d),Applift,"San Diego, CA",Today,10-29-2020,"Fluent in statistical analysis, data mining, and machine learning, especially in optimization, and deep learning.
Familiar with Linux/Unix operating systems.",,https://www.indeed.com/rc/clk?jk=4af84eb19143117e&fccid=78e5b5e363adc039&vjs=3
ASSOCIATE DATA SCIENTIST SPACE OPTIMIZATION,The Home Depot,"Atlanta, GA",9 days ago,10-29-2020,"Experience with data mining, machine learning, statistical and optimization modeling tools/languages such as SQL, Google Big Query, R, Python, CPLEX, Gurobi,…",,https://www.indeed.com/rc/clk?jk=4d89da034d23b975&fccid=82e58e9861d48566&vjs=3
Assistant Biological Data Modeler,Argonne National Laboratory,"Lemont, IL",1 day ago,10-29-2020,"Proficiency in either one or more programming languages (e.g. R, Perl and/or Python) and machine learning/ visualization libraries (e.g. numpy, pandas, scikit…",,https://www.indeed.com/rc/clk?jk=312542818e4a113d&fccid=5d1506a5df73a48e&vjs=3
Data Scientist,ADP,"Parsippany, NJ",9 days ago,10-29-2020,"Their focus will be on the exploration and visualization of patterns within data obtained and assembled from multiple sources, including application of…",,https://www.indeed.com/rc/clk?jk=47855d18fbbfe92a&fccid=e996c2d6855fe778&vjs=3
Staff Data Scientist,Intuit,"Mountain View, CA",3 days ago,10-29-2020,"Apply data mining, NLP, and machine learning (both supervised and unsupervised) to improve relevance and personalization algorithms.",,https://www.indeed.com/rc/clk?jk=f9ab68eab62ae09c&fccid=9784ae78e9834539&vjs=3
"Data Scientist / Software Engineer, Planner",Waymo,"Mountain View, CA",9 days ago,10-29-2020,"Develop signals to describe the quality of our self driving car's behavior, using a range of techniques including machine learning, statistics, math, and…",,https://www.indeed.com/rc/clk?jk=55a5d877991f852d&fccid=73ceef0a2153d2b8&vjs=3
Sr. Data Scientist,Abiomed,"Danvers, MA",10 days ago,10-29-2020,We are currently hiring a Data Scientist to contribute to the design and implementation of advanced analytics and innovative machine learning algorithms that…,,https://www.indeed.com/rc/clk?jk=e701c850e03aeeff&fccid=30389e15a5e8b093&vjs=3
"Applied Scientist, NLU",Amazon.com Services LLC,"Seattle, WA",14 days ago,10-29-2020,"Constructively critique peer research and mentor junior scientists and engineers.
Experience in data mining using SQL, ETL, data warehouse, etc.",,https://www.indeed.com/rc/clk?jk=0c90c97cf57df1a8&fccid=fe2d21eef233e94a&vjs=3
Data Science Intern - Winter 2021,"Honda R&D Americas, Inc.","Torrance, CA",Just posted,10-29-2020,Survey and analyze mobility data to understand current vehicle use cases and find potential new insight from the big data.,,https://www.indeed.com/rc/clk?jk=73456611f253f4e7&fccid=5f460c65e642e29d&vjs=3
Data Scientist/Application Developer Sr - Limited term,University of Notre Dame,"Notre Dame, IN",1 day ago,10-29-2020,"The ClinEpiDB.org resource is a large, multi-institutional project supporting the integration and exploration of diverse clinical and epidemiological datasets;…",,https://www.indeed.com/rc/clk?jk=8c10897f05bf04b0&fccid=b5ff493279e86fe9&vjs=3
Statistician with SAS,PSCI,"Gaithersburg, MD",1 day ago,10-29-2020,"Min 3 years of experience with PHD.
Min 10 years of experience with BS degree.
Min 5 years of experience with MS degree.",,https://www.indeed.com/rc/clk?jk=8e1be216757d434e&fccid=f8492ae8645e6456&vjs=3
Sr. Data Scientist,"InnovaSystems International, LLC","Alexandria, VA",2 days ago,10-29-2020,"Design, conduct and manage new analytical research projects and experiments, starting with project planning, hypothesis development and data gathering, then to…",,https://www.indeed.com/rc/clk?jk=f0c45800d6a24852&fccid=c7fe240be61ab988&vjs=3
Senior Data Analyst,Nebraska Book,"Lincoln, NE",2 days ago,10-29-2020,"5+ years of experience in data analytics.
Outstanding analytical and organizational skills; the ability to manage and prioritize multiple projects.",,https://www.indeed.com/rc/clk?jk=f1f47f7ca5c85797&fccid=2515bb4c1b5b1db5&vjs=3
Data Analytics Researcher,"Hitachi America, Ltd.","Santa Clara, CA",2 days ago,10-29-2020,"The Data Analytics Researcher will work on developing innovative data analytics frameworks under guidance of senior researchers, he/she will advance selective…",,https://www.indeed.com/rc/clk?jk=d949c2b335b87dfa&fccid=28f79c18789111e8&vjs=3
Sr Data Analyst,Intertec International,"Atlanta, GA",6 days ago,10-29-2020,"Interprets results using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently.",,https://www.indeed.com/rc/clk?jk=1afaa46a739118a4&fccid=554fcc4628bc3691&vjs=3
Data Scientist Lead,Commerce Bank,"Kansas City, MO",8 days ago,10-29-2020,This position applies advanced subject matter knowledge to solve complex business issues and is regarded as a subject matter expert.,,https://www.indeed.com/rc/clk?jk=6880a45191da4ae4&fccid=46b956db9d9df555&vjs=3
Senior Data Scientist,Sealed Air Corporation,"Charlotte, NC",9 days ago,10-29-2020,"Experience in machine learning and deep learning frameworks.
Passionate about data maintenance, data quality control and all other important data analysis…",,https://www.indeed.com/rc/clk?jk=0a0f0cd627c2ae05&fccid=66c010dc97a69d7c&vjs=3
Data Scientist,aThingz,"Southfield, MI",9 days ago,10-29-2020,"Analyze and model structured data and implement algorithms to support analysis using advanced statistical and mathematical methods from statistics, machine…",,https://www.indeed.com/rc/clk?jk=130f382270c9d35e&fccid=dd616958bd9ddc12&vjs=3
Lead Data Scientist / Bioinformatics Lead - Oncology,"SolGenie Technologies, Inc.","Somerset, NJ",4 days ago,10-29-2020,"Excellent communication, data presentation and visualization skills.
Extensive experience with data modeling for analytical applications.",From $45 an hour,https://www.indeed.com/company/Solgenie/jobs/Lead-Data-Scientist-e5a9e9e138d9cbbf?fccid=8c3ceb27a045a19e&vjs=3
2021 Data Science Intern,LabCorp,"Town of Westborough, MA",13 days ago,10-29-2020,The Center of Excellence (CoE) in Data Science and Bioinformatics at LabCorp Information Technology department applies various data science disciplines …,,https://www.indeed.com/rc/clk?jk=b55b7c4b82a9d2c8&fccid=a3163e1f583839d0&vjs=3
Data Scientist II,"Grubhub Holdings, Inc.","Chicago, IL",6 days ago,10-29-2020,They should hold themselves to a high standard for coding best practices and a passion for pushing their team to new heights by designing new tools and…,,https://www.indeed.com/rc/clk?jk=932d9df884ba0696&fccid=12e41f7040f168e8&vjs=3
"Data Science Internship, Zoro",Zoro Tools,"Chicago, IL",3 days ago,10-29-2020,"Data cleaning, aggregation and visualization are also important skills that will contribute to a successful data science project.
Be graduating in 2021 or 2022.",,https://www.indeed.com/rc/clk?jk=29c98ef2587029d3&fccid=80bd79d813274903&vjs=3
Imaging Data Scientist III,Children's Hospital of Philadelphia,"Philadelphia, PA",8 days ago,10-29-2020,"Required Experience: At least five (5) years of experience with progressively more complex data science, applied statistics, machine learning, or mathematical…",,https://www.indeed.com/rc/clk?jk=0b0249816d6a2223&fccid=af97857db3a698b1&vjs=3
"Senior Marketing Data Scientist, Enterprise",Atlassian,"San Francisco, CA",Today,10-29-2020,"2-3 years of experience in B2B marketing or sales analytics and experience working with a field sales team.
Experience collaborating with senior management and…",,https://www.indeed.com/rc/clk?jk=52a34057edade3d7&fccid=e6d4ba9e2cfe7902&vjs=3
Staff Data Scientist,M1 Finance,"Chicago, IL",10 days ago,10-29-2020,"Experience leading a team of data scientists.
Integrate with our data warehouse and data lake to source the best input data available.",,https://www.indeed.com/rc/clk?jk=8b8d8934fdfb8337&fccid=790dd5aae8131d4d&vjs=3
Data Scientist,BillionToOne,"West Menlo Park, CA",Today,10-29-2020,On any given day you might work with Process Engineering to help optimize the clinical laboratory supply chain; determine an optimal strategy for placement of…,"$100,000 - $140,000 a year",https://www.indeed.com/rc/clk?jk=dc366b5b0810159a&fccid=ae7f5fb79ffb1b2d&vjs=3
Data Scientist Sr Associate,"JPMorgan Chase Bank, N.A.","Plano, TX",9 days ago,10-29-2020,"Create data models using best practices to ensure high data quality and reduced redundancy.
Strong understand of data structure and strong SQL skills …",,https://www.indeed.com/rc/clk?jk=241dc7e70c572e34&fccid=aaf3b433897ea465&vjs=3
Senior Data Analyst,"RCJ Consulting, LLC","Laurel, MD",2 days ago,10-29-2020,"General Experience*: 5 years of experience, extracting, analyzing, and reporting data including experience using Microsoft Excel and a data visualization…",,"https://www.indeed.com/company/RCJ-Consulting,-LLC/jobs/Senior-Data-Analyst-eb6c068d155a3586?fccid=36ef99a8554b9f3b&vjs=3"
"Senior Data Scientist, Handwriting Recognition",Ancestry,"Lehi, UT",12 days ago,10-29-2020,"PhD in Computer Science, Statistics, or other data-related field coupled with 2 years industry experience in machine learning and statistical modeling.",,https://www.indeed.com/rc/clk?jk=835fde6a14ef6acd&fccid=8a644f7a25dca5dc&vjs=3
Senior Data Scientist,GroupM Services,"New York, NY",2 days ago,10-29-2020,"This role requires excellent technical skills and experience in data matching, analytical and machine learning applications, data mining, reporting, and…",,https://www.indeed.com/rc/clk?jk=ffe213913e820c7b&fccid=6f31f1ca1e1177d9&vjs=3
Data Scientist,Vyaire,"Mettawa, IL",10 days ago,10-29-2020,"Serve as a subject matter expert in biostatistics, epidemiology, data mining, data analytics, and data management.
Expertise with SAS and R.",,https://www.indeed.com/rc/clk?jk=b1ab49fd8b15dddc&fccid=3a102e14786a29aa&vjs=3
Lead Data Scientist,Chen Medical Associates,"Miami, FL",12 days ago,10-29-2020,Expert knowledge and understanding of machine learning fundamentals including classical machine learning and deep learning techniques.,,https://www.indeed.com/rc/clk?jk=8c49badb55810f48&fccid=38fc41dc6f5693cd&vjs=3
Senior Data Scientist,Selby Jennings,Virginia,13 days ago,10-29-2020,"Data mining, machine learning, statistical modeling tools and underlying algorithms.
Employ a deep command of data science modeling techniques and statistics,…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ac1dQX5O4bM0SP6UJQV27qUKlsnOLo2dFi0v4Kq4pXXbjTLEo__hQoVZKYm7yRnOFU2-nHFvs0A2kCuliGR0CRmCpiBh8nT4Hop-zpVkN_kYyUwV1KeRIRtrdYTR3c4cjOAC2Yyy8GkHcpBaWBHvmxWayl2glbzG21PF721rh1TsCeVMcB2Ett6I49TyAmM5nX2-YcSIIqcTG2ZBIpZRjMjecWyDFExCpzF1a95OUjNKMdf0IufEQkHiTh_8OCwHysHmF3hvG_Tvr-x0hCDLweaO6cfqVdsiIHC0LFNQRnmx2bYzwEXclomb-ZbY8CaXPvsBapENjrAhEzkLJaElMkoTlRDB51xu9nN1FPDwLsRirkquhjZiL5vTcVWMTtUHU_3ej8Hun5t_8MdnEwUmMzkIMHRGIrCn_NZXyctqeVYGzfdkEwb6InWtidVQPOtBH3Z41dKbnJDgFwSr15b_Ii3WvDXITS-TqkZYNK9y8ZCLRk2cTG0_9c0z2Az7xJG-rix-Uk_mCnjBL-1BEyPYygEw8J2Nna2mU=&p=11&fvj=0&vjs=3
Digital - Citizen Data Scientist,Signet Jewelers,"Akron, OH",14 days ago,10-29-2020,"Signet is creating a best-in-class data & analytics team that will lead to a connected ecosystem of data, technology, tools, techniques, people, and processes.",,https://www.indeed.com/rc/clk?jk=8feb6ccd2245ab20&fccid=4a1076c699e1befc&vjs=3
Data Scientist Manager - Developer and Enterprise Solutions,Twitter,"San Francisco, CA",8 days ago,10-29-2020,"You have 2+ years experience as individual contributor, applying your experience with statistics, machine learning, and data analysis to product design,…",,https://www.indeed.com/rc/clk?jk=3a8f2c364a324f9a&fccid=7a3824693ee1074b&vjs=3
Data Scientist 3,Aerojet Rocketdyne,"Canoga Park, CA",6 days ago,10-29-2020,"This data scientist role includes data model development, analysis, testing, creating end-user guidelines and producing quality production applications.",,https://www.indeed.com/rc/clk?jk=cfa3f7d69e0540c4&fccid=77950f54df1117ec&vjs=3
Data Scientist 3,Aerojet Rocketdyne,"Canoga Park, CA",6 days ago,10-29-2020,"This data scientist role includes data model development, analysis, testing, creating end-user guidelines and producing quality production applications.",,https://www.indeed.com/rc/clk?jk=cfa3f7d69e0540c4&fccid=77950f54df1117ec&vjs=3
"Scientist, Computational Biology - New Data Modalities","Flagship Pioneering, Inc.","Cambridge, MA",14 days ago,10-29-2020,"The position will collaborate with laboratory scientists in the Technology team, as well as with Cellarity's AI team and other researchers in Biology,…",,https://www.indeed.com/rc/clk?jk=1b4ac92bd9ed191d&fccid=22489c4990c80a96&vjs=3
Clinical Laboratory Scientist - Data Review,Millennium Health,"San Diego, CA",7 days ago,10-29-2020,"May oversee the duties of clinical laboratory technicians, clinical laboratory assistants and associate scientists who prepare specimens or perform other less…",,https://www.indeed.com/rc/clk?jk=ecea2b627a45a5a2&fccid=b969df9d4bc00f25&vjs=3
"Intern, Data Science",EDF Renewables,"San Diego, CA",8 days ago,10-29-2020,"Currently enrolled in a Graduate Program in Preferred Math, Engineering, Operations Research, etc.
2 years of experience in in power markets.",,https://www.indeed.com/rc/clk?jk=6ea391c4d2123076&fccid=e491de4661eaba06&vjs=3
Data Scientist Intern,Bayer,"Creve Coeur, MO",14 days ago,10-29-2020,"Experience applying sophisticated scientific methods in the field of analytics using statistical and mathematical programming packages such as R, Python, Scala;",,https://www.indeed.com/rc/clk?jk=fffa5256ab265272&fccid=e08122e0e993cc32&vjs=3
Senior Data Scientist - Member Experience,Nextdoor,"San Francisco, CA",14 days ago,10-29-2020,"Advanced degree in a quantitative field and 2+ years work experience in data science or machine learning, or equivalent.",,https://www.indeed.com/rc/clk?jk=99615ff2bdd2bf00&fccid=38eca8156471a9d2&vjs=3
Data Scientist,SAIC,"Sterling, VA",13 days ago,10-29-2020,Research and implement appropriate machine learning algorithms and tools and develop machine learning applications according to requirements.,,https://www.indeed.com/rc/clk?jk=c44dbec0c9c61a55&fccid=f3b836e645f9b36d&vjs=3
"Deep Learning Applied Scientist, AI - New College Grad",NVIDIA,"Santa Clara, CA",Today,10-29-2020,"Develop and prototype new Deep Learning models and training algorithms for speech recognition, speech synthesis, NLP, and recommender systems.",,https://www.indeed.com/rc/clk?jk=6d2e1c0cc2bbed8d&fccid=c267f29f0f85e8b8&vjs=3
Interdisciplinary Biologist/Physical Scientist (Data Scientist),US Department of the Interior,"Fort Collins, CO",8 days ago,10-29-2020,Overseeing IMD-wide efforts to manage and disseminate high-quality scientific information for use in scientific investigations and park resource management…,"$84,118 - $109,358 a year",https://www.indeed.com/rc/clk?jk=c0c31e2c439b40e9&fccid=a49370fbe395bbd8&vjs=3
"Specialist, Data Science and Analytics",Pratt & Whitney,"Aguadilla, PR",8 days ago,10-29-2020,"Determine the best solution based on the issue and details provided by customers.
Ability to analyze data to draw conclusions and make appropriate…",,https://www.indeed.com/rc/clk?jk=583648c38bfad23f&fccid=54fab6b8f8edafb5&vjs=3
"Senior Data Scientist, Research & Innovation",Solvay,United States,13 days ago,10-29-2020,"A lot of experience from other data scientists.
A good knowledge of common statistical models, machine learning, deep learning algorithms used in data science.",,https://www.indeed.com/rc/clk?jk=5431beea616e6b88&fccid=2aa521071b572e0a&vjs=3
Machine Learning Data Engineer,eTek IT Service | Savvysol,"Hoboken, NJ",14 days ago,10-29-2020,"Expertise in computer science, big-data, statistics, and machine.
Big-data, statistics: 3 years (Preferred).
BS + 5yrs of experience or MS + 3yrs of experience.",$55 - $65 an hour,https://www.indeed.com/rc/clk?cmp=eTek-IT-Service-%7C-Savvysol&ti=Machine+Learning+Data+Engineer&jk=44e873a994e3c6e6&fccid=b799b629b7493305&vjs=3
Deep Learning/Computer Vision Scientist,"Aptonet, Inc","Atlanta, GA",3 days ago,10-29-2020,"Minimum Level: 2-3; Preferred Level: 3+ years of relevant experience in computer vision, computer science, deep learning fields or proven qualifications.",$60 - $80 an hour,"https://www.indeed.com/company/Aptonet,-Inc/jobs/Deep-Learning-Computer-Vision-Scientist-854c5fb1a39db428?fccid=18935ed7c11ab995&vjs=3"
Machine Learning / Data Science Engineer,Manus Robotics,"Lexington, MA",13 days ago,10-29-2020,"Remain current in the field of data analysis and machine learning by studying of technical literature, attendance at continuing education courses, and symposia.",,https://www.indeed.com/company/Manus-Robotics/jobs/Machine-Learning-264cfeeae8a0566b?fccid=211fbc38a08f38f1&vjs=3
Senior Data Analyst-Media Science / Data Science & Consulting,Known,"New York, NY",Today,10-29-2020,"Both teams' analysts work closely with PhD-level data scientists, engineers, and other analysts, quickly learning the skills necessary to deliver exploratory…",,https://www.indeed.com/rc/clk?jk=4cc76c84afcbecca&fccid=428c548e40d4ce2e&vjs=3
Data Science Manager,"Continental Finance Company, LLC","Wilmington, DE",7 days ago,10-29-2020,The Data Science Manager will be responsible for leading a team of scientists to develop and improve various models to drive business strategies.,"$130,000 - $140,000 a year","https://www.indeed.com/company/Continental-Finance-Company,-LLC/jobs/Data-Science-Manager-4ebb2d109101b859?fccid=3ba7953f57d97a45&vjs=3"
Senior Data Scientist - Water,GHD,"Edison, NJ",14 days ago,10-29-2020,"Expert in data mining, machine learning, deep learning, statistical modeling and data visualization techniques using data-oriented tools and languages such…",,https://www.indeed.com/rc/clk?jk=113528be9b112a09&fccid=25b9aa55f7b71e5c&vjs=3
Lead Data Scientist,Chime,"San Francisco, CA",13 days ago,10-29-2020,"You'll contribute to Chime's growing machine learning automation/decision making efforts, which include building and deploying production ML models (data…",,https://www.indeed.com/rc/clk?jk=7c11b2cc3adfbfc4&fccid=0bb3d80f2a8cb633&vjs=3
Applied Scientist II,Microsoft,"Redmond, WA",6 days ago,10-29-2020,"Experience should span data exploration, statistical modeling, machine learning.
MS in a quantitative discipline with strong knowledge of machine learning.",,https://www.indeed.com/rc/clk?jk=f12e18d99f0338c9&fccid=734cb5a01ee60f80&vjs=3
Senior Data Analyst,ZoomInfo Technologies LLC,"Vancouver, WA",14 days ago,10-29-2020,"Diagnose issues in data quality, identify gaps and errors in logic, and evaluate potential data partners.
Work closely with technical and business development…",,https://www.indeed.com/rc/clk?jk=ab0978932d0a542e&fccid=deefdfdf99736b6d&vjs=3
Senior Data Scientist,Sinclair Broadcast Group,"Cockeysville, MD",9 days ago,10-29-2020,"You document your solution approaches for others to re-create.
Are capable of querying and analyzing data using a holistic perspective.",,https://www.indeed.com/rc/clk?jk=85e384d0b7b75cf8&fccid=083eb9b1733c54a5&vjs=3
Data Scientist (E-Commerce/Subscription),Scale Media,"Los Angeles, CA",13 days ago,10-29-2020,"Use data mining and statistics to find patterns within data and assist in turning into actionable insights.
We are looking for someone with a natural ability to…",,https://www.indeed.com/rc/clk?jk=ce9dcae68fd7c357&fccid=e416ed25ffe742e5&vjs=3
Mid-level Data Scientist,Lightstorm Research,"Charlottesville, VA",1 day ago,10-29-2020,"Develop new data manipulation and visualization tools.
Experience developing data visualization and exploitation tools.
Expertise with Matlab and Python.",,https://www.indeed.com/rc/clk?jk=a0693cae72dbb4a3&fccid=dcd812860326794c&vjs=3
"Data Scientist, Point of Sale & Customers",Square,"San Francisco, CA",13 days ago,10-29-2020,"As a member of the Point of Sale & Customers team, you will use engineering, analytics, and machine learning to empower data-driven decision-making in the full…",,https://www.indeed.com/rc/clk?jk=b3ec5eeab3eebb22&fccid=09abad886b83c501&vjs=3
Data Scientist II,University of Kentucky,"Lexington, KY",7 days ago,10-29-2020,"Preference will be given for candidates with documented experience with computational biology, probabilistic models, statistics, machine learning, and discrete…","$54,142 - $89,315 a year",https://www.indeed.com/rc/clk?jk=e522d03b7e830896&fccid=08f0dbb5cdf17d24&vjs=3
"Senior Data Analyst, Product",Ro,"New York, NY",5 days ago,10-29-2020,"Build a data-driven culture wherever you turn, from working with PMs on KPIs, to partnering with engineers on data models, to making sure that all decisions…",,https://www.indeed.com/rc/clk?jk=a97f583cb5502f23&fccid=6595db4e00c1e70f&vjs=3
Sr. Data Scientist,"JPMorgan Chase Bank, N.A.","Jersey City, NJ",2 days ago,10-29-2020,"Experiment, develop and productionize high quality machine learning models, services and platforms to make huge technology and business impact.",,https://www.indeed.com/rc/clk?jk=804ab0da73cc4455&fccid=aaf3b433897ea465&vjs=3
Data Scientist Lead,Commerce Bank,"Kansas City, MO",8 days ago,10-29-2020,This position applies advanced subject matter knowledge to solve complex business issues and is regarded as a subject matter expert.,,https://www.indeed.com/rc/clk?jk=6880a45191da4ae4&fccid=46b956db9d9df555&vjs=3
Senior Data Analyst for Business Intelligence,VS Media,"Westlake Village, CA",7 days ago,10-29-2020,"Performs excel analysis and manipulation of data visualization, as well as other data mining.
5+ minimum years experience in data analysis and/or data mining is…",,https://www.indeed.com/rc/clk?jk=75f9bfd2fbcdd9b1&fccid=17f98d134f103f88&vjs=3
Senior Data Analyst,LPL Financial,South Carolina,2 days ago,10-29-2020,"The individual in this role will establish and promote a deep understanding and awareness of data in the specific domain, serve as a leader and data champion on…",,https://www.indeed.com/rc/clk?jk=95db0ed2a73a390a&fccid=bba3b2578c9adb92&vjs=3
Acquisition Support Analyst / Data Scientist,Raventek Solution Partners LLC,Remote,7 days ago,10-29-2020,"Able to perform scientific research, scientific writing, and editing, including the writing and editing of project products to established government standards…",,https://www.indeed.com/rc/clk?jk=8aac562ad26964fe&fccid=88835a2e66853b23&vjs=3
Applied Scientist,Amazon.com Services LLC,"Cambridge, MA",5 days ago,10-29-2020,"2+ years of hands-on experience in modeling and analysis, and in deploying machine learning / deep learning models in production.",,https://www.indeed.com/rc/clk?jk=79b20d8f57d628ac&fccid=fe2d21eef233e94a&vjs=3
Senior Marketing Data Analyst,Stack Overflow,Colorado,10 days ago,10-29-2020,"5+ years of experience in data analytics with a focus on marketing analytics, statistical analysis, survey development and execution, forecasting and…",,https://www.indeed.com/rc/clk?jk=d102d534f68a2d77&fccid=f4284460fdbef1b4&vjs=3
Senior Data Analyst,Vanguard,"Malvern, PA",6 days ago,10-29-2020,"Performs analyses of historical data to surface trends and insights using advanced analytical methods.
Where data is lacking, recommend alternative approaches…",,https://www.indeed.com/rc/clk?jk=fc4cb324c32d1eec&fccid=510aa29fcf8f87d9&vjs=3
Data Scientist and Analytics Associate Sr,"JPMorgan Chase Bank, N.A.","Wilmington, DE",2 days ago,10-29-2020,"Experience in practical data processing working with large scale datasets and Big Data environment, data mining, text curation and information retrieval tasks;",,https://www.indeed.com/rc/clk?jk=0af8a94c2efd1af2&fccid=aaf3b433897ea465&vjs=3
Data Scientist Lead (Contract to Hire),CO-OP Financial Services,"Alpharetta, GA",5 days ago,10-29-2020,"The Data Scientist Lead applies data mining techniques, mathematical and statistical analysis, and machine learning algorithms to large data sets in order to…",,https://www.indeed.com/rc/clk?jk=38f7fcc02a63ffd8&fccid=085fae7e48252893&vjs=3
DOD Data Scientist/Engineer,Guidehouse,"Patuxent River Estates, MD",Today,10-29-2020,"+Experience with data modelling and analytics.
The individual will support the NAVAIR Digital Group in establishing practical and applied data science practices…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DOpfXD7aCvxSiR73RUZjyy6OuclKM9Xpb799vH3iY_yLKGpcQzZ_O8hpRmgdQfv5v_DsHVVK6mkREcRIAmtYv2UFTgL-IzWQYTANAtrqXm5thk0ZGKmjlZCIAp_25ZYGXkCzCaeXMiSiGz2MYdiPWhG7eKDGx4UX0J8qf90n1wp1siDT6KvzkBTaLWLt5fHcFmv2kg01ZamSbSqNZnLXfm4OY4I10LaQ-0hZst5MTEQxb7rX4WnF6UrfbKMVQwfrSTQX5sW7eNTazQ8TWAjiW59KuoHbaYEaWiP31zi7GmMee1iGqd_IMIyL0cImu314qXH7cD7Qwlsw0POOmZR42wu2w8ifnhrT-WBRuVw7I1BdCB8n3SJ6BaZNSRAWEZZKNM1kKfgjxDag==&p=6&fvj=0&vjs=3
"Senior Data Analyst, Connected Services",Red Ventures,"Charlotte, NC",2 days ago,10-29-2020,"In this role, you will work closely with business partners and data team to identify, design, and implement data products and strategic insights that simplify…",,https://www.indeed.com/rc/clk?jk=6f11ca563f5a5683&fccid=c39dcf34372f1519&vjs=3
Senior Data Analyst,Getinsured,"Mountain View, CA",14 days ago,10-29-2020,"6+ years of relevant work experience in analyzing large datasets and generating insights, building enterprise-ready & customer-facing visualizations, and…",,https://www.indeed.com/rc/clk?jk=b751ee19f3d880af&fccid=f3c7ebaf736cc222&vjs=3
Silicon Photonics Data Scientist,Intel,"Albuquerque, NM",8 days ago,10-29-2020,"Typically requires expertise in relational database structures, research methods, machine learning, Cloud based technologies, Big Data technologies (i.e. Hadoop…",,https://www.indeed.com/rc/clk?jk=c989ddd51b5bc7ee&fccid=f1374be6a45f4b8a&vjs=3
"Data Science, Simulation",Amazon.com Services LLC,"Seattle, WA",Today,10-29-2020,"Apply statistical or machine learning knowledge to specific business problems and data.
Excellent verbal and written communication skills with the ability to…",,https://www.indeed.com/rc/clk?jk=234ffabefcd9eff9&fccid=fe2d21eef233e94a&vjs=3
"Senior Marketing Data Scientist, Enterprise",Atlassian,"San Francisco, CA",Today,10-29-2020,"2-3 years of experience in B2B marketing or sales analytics and experience working with a field sales team.
Experience collaborating with senior management and…",,https://www.indeed.com/rc/clk?jk=52a34057edade3d7&fccid=e6d4ba9e2cfe7902&vjs=3
Director of Data Science,Brightloom,Washington State,2 days ago,10-29-2020,You'll be taking business needs from product and engineering teams and creating a comprehensive data science strategy around them.,,https://www.indeed.com/rc/clk?jk=e4684dbb144f90af&fccid=4bdb48685f79c210&vjs=3
Data Scientist,BillionToOne,"West Menlo Park, CA",Today,10-29-2020,On any given day you might work with Process Engineering to help optimize the clinical laboratory supply chain; determine an optimal strategy for placement of…,"$100,000 - $140,000 a year",https://www.indeed.com/rc/clk?jk=dc366b5b0810159a&fccid=ae7f5fb79ffb1b2d&vjs=3
"Intern, Data Science",EDF Renewables,"San Diego, CA",8 days ago,10-29-2020,"Currently enrolled in a Graduate Program in Preferred Math, Engineering, Operations Research, etc.
2 years of experience in in power markets.",,https://www.indeed.com/rc/clk?jk=6ea391c4d2123076&fccid=e491de4661eaba06&vjs=3
Data Architect,TeamBradley,"Chicago, IL",Just posted,10-29-2020,"Document Metadata and Business Glossary for business/subject area.
Ongoing analysis of data requirements and development of physical data models for both…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C8RJO8cTy_v0CygflzcSswzc4nG2WKSO7ZEPWCUkvJOrzq7MLXnzO8CaovKcmGEJLv0RdypxHNgUvRyudSeKCa1hJx5U217zhufKw-yhmjIpe_w_-fn2GbP3bxehQx34MrhntqomJqxbCMuQ0biYyKC9Wxg9wLs3WLp8o5a1MSnVCXA5ZyDOjfiS74X5mGW7pk7rP1mwmzZlnbMX-nsWDyTM3UXZllAiOULZ5JKZUkRY4ctalW4lV2wCDwPRsfVtdjoU08NulXr94Je4xdNoung_M8syN6jp9xrZZ_ICWrOiZweC0YiU0LV3fA17FLehdWsCDgm2mARtdw0luixJ2wNJDpc2_a8RTMIUhxuSMu7Sxo_0zEHZ9X8IL5_Kd1fG3x3YxJ8OMSzgMK4dD0J3N4rHiyL7h8lvnvaSYmnwQr-Q2u6VaF_qJBbUMbhjyMw5-Zf5oP-2tmwUcdvoLfElHr&p=0&fvj=1&vjs=3
