Title,Company,Location,PostDate,ExtractDate,Summary,Salary,JobUrl
Cloud Data Engineer,Twitter,"San Francisco, CA",12 days ago,10-29-2020,"Experience with large-scale data warehousing architecture and data modeling.
Ability in managing and communicating data warehouse project plans to internal…",,https://www.indeed.com/rc/clk?jk=7f423db3469825a1&fccid=7a3824693ee1074b&vjs=3
Warehouse/Logistics Engineer,Quanta Computer Nashville,"Franklin, TN",Just posted,10-29-2020,"Define system solutions to reduce manual data entry and improve efficiency.
Maintain data and analyze pieces per box, pallet, and storage location for warehouse…",,https://www.indeed.com/company/Quanta-Computer-Nashville/jobs/Warehouse-Logistic-Engineer-7f82828004537529?fccid=a00bcd81c5623cec&vjs=3
Azure Data Engineer,Publicis Sapient,"Houston, TX",2 days ago,10-29-2020,"Our ideal candidate is data focused, with a background in data engineering in Azure.
Experience in designing data solutions in Azure including data…",,https://www.indeed.com/rc/clk?jk=ad4e41e26bf576d0&fccid=1b0043cf80779505&vjs=3
QA Engineer,TractManager,"Dallas, TX",1 day ago,10-29-2020,"Prepare data sets to test logic, error handling and system workflows.
The Software QA Engineer 2 is responsible for executing testing procedures to ensure that…",,https://www.indeed.com/rc/clk?jk=27712202c900d1bd&fccid=b201e6b8aded7caf&vjs=3
Backend Engineer,Density,Remote,Just posted,10-29-2020,"You have architected complex data pipelines, APIs, and data delivery mechanisms.
You have an understanding of statistical analysis and trend data modeling.",,https://www.indeed.com/rc/clk?jk=82d4fe3603d6e7cc&fccid=ecef18b110cbfcae&vjs=3
MPE YDM Yield Engineer for Data Center Products,Intel,"Santa Clara, CA",3 days ago,10-29-2020,"Demonstrate strong abilities in data collection and analysis.
MPE Yield engineer is responsible for identifying, investigating and implementing solution of…",,https://www.indeed.com/rc/clk?jk=953f9a2097284665&fccid=f1374be6a45f4b8a&vjs=3
Lead Data Engineer,Guru,"Gaithersburg, MD",Today,10-29-2020,Experience integrating data across many different systems & data sources including both structured and unstructured data.,,https://www.indeed.com/rc/clk?jk=e31b53c838ecbfd1&fccid=b2524f062a942b0c&vjs=3
Fullstack Engineer,Tia,"San Francisco, CA",9 days ago,10-29-2020,"Building an experience that enables patients to track & visualize their health data.
Manage interchange and storage of data between backend systems and frontend…",,https://www.indeed.com/rc/clk?jk=fbeb096bb76f7793&fccid=6d82e4cecbd88ccf&vjs=3
"Sr. Data Engineer, Analytics","Take-Two Interactive Software, Inc.","New York, NY",3 days ago,10-29-2020,"Develop data quality framework to provide transparency into data quality across systems (timeliness, accuracy, completeness, etc.).",,https://www.indeed.com/rc/clk?jk=cfdc74fb468015ae&fccid=2dda8667d8de78d8&vjs=3
DevOps Engineer,Pachyderm,California,2 days ago,10-29-2020,"4+ years of experience building, maintaining, and automating distributed systems, data infrastructure, back-end systems or related infrastructure.",,https://www.indeed.com/rc/clk?jk=0b2e24f1026d3621&fccid=af81a62f2fd4b6a4&vjs=3
"Senior Data Analytics Engineer, Medford",TUFTS University,"Medford, MA",3 days ago,10-29-2020,"As a member of the Data and Analytic Services team, the Senior Data Analytics Engineer will lead key data and analytics engineering initiatives, including end…",,https://www.indeed.com/rc/clk?jk=1271cab4d19d1e0c&fccid=6204ad93e6d7930f&vjs=3
Software Engineer,Wish,"San Francisco, CA",2 days ago,10-29-2020,"Our engineers move extremely fast, while solving unusual and challenging problems.
You revel in building features quickly and iterating in a data driven fashion…",,https://www.indeed.com/rc/clk?jk=1784939262ee6d61&fccid=617690ce838507f3&vjs=3
Production-Manufacturing Engineer,Novares,"Walworth, WI",Just posted,10-29-2020,"Make the necessary decisions to optimise results, in line with initial data.
Initialise the creation of CAM technical data (Parts, Parts lists, Instruction…",,https://www.indeed.com/rc/clk?jk=6155df53ccb7493b&fccid=8542430b17428de4&vjs=3
Software Engineer,Travis Central Appraisal District,"Austin, TX",8 days ago,10-29-2020,"Must use hands for data entry much of the work day.
Demonstrated ability to make complex data understandable and accessible to a non-technical audience.","From $70,000 a year",https://www.indeed.com/company/Travis-Central-Appraisal-District/jobs/Software-Engineer-1bf7b8ea382a4835?fccid=e2805048b1b2e88c&vjs=3
Data Engineer - Dashboards,Ursus,"Redmond, WA",7 days ago,10-29-2020,"5+ years of experience in a data engineer or data science role.
Experience with data management best practices.",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CT8vBT9H5mqECx2dfLV_FONLPDKpIRssxVwtj05Tmm4qxTAI2czriaY4YcQXrGzkGwsBqS_7Ae4QTdq5nELte_uao6GkyrZLoaY-LqZJy16QW_9GCxmLZFlWfEFZiAptjlKQAQGz6PClRbuRKqmWfebRcep0pT8uWvu3glwFwxaB2PBT5bFFXD8v0L41bP3p6EM_a5NalAhutEl6zTTcak_QJItrP5mtvyVx6F-ZkQdViI2D13gfmJ06hLUyD901cQipaigg1mAHahTVwtoZamdZ3KtVpHu0pkBTwT5z4pyYEVgy6SjhaRnqAqz8cq_7pbP857PTQcqJjU0fcQsH3EBK_V3slrtl-kFFxXI2Rq8rwSvz_6oWjse7u4Ve7yrJAK-F0Xhjne9QWvWhbV7BRCBhaS8gI3eLnzq3noFjTWc3EjX7XhfMsu046cLNNQZjgnmQm7tttD6Lb_N0hkO2wcX3P47ygpbjTfY8W2LhTOQ2z0tJlX-t3dc3iwZn4zy-esatTgXClCMzNURoe8_HWI5GpqHljvV4ToD7isBU5PVJHJqg3NdXJ9mDvAK6A96j5W2h7CP0-_PU3Z0oG06nDtEAir5TYjE4ZSZDMgEJwGO7nOEJS2IaF7zn2VqBxThZrrnQCRb7mPDEASHWeLOaF4ViYDv4wyzDkJR4RkH51u2b4RaNAy6sdIlIX8VUxKPU2stqZraWYQ1HzCCaX1EqYigN5OL2UAhX8NrCBd-tgwLAbMMRB-7w0dFj9QLMhRqk_9Riwv2d7NJmd0pWTgeQFSz_dUO-vaa8cG6g8ZKuzI1Qh11Hng0A367yXqMABpmJUqXE6tej2DqIgMc9ZJw3zxhlDfxU9AprXyXWJ1gT1iFAQ0aWJEP5WnIAKKvFOBGGIfIZbscWlIw1G4ks1qFGmvvqMTVltN-OOSFSbOnfaZYKPUpSpweVPg-8DpVRlgRKRIGfoIA6ngXA==&p=13&fvj=0&vjs=3
"2021 Intern - Data Engineering, Document Cloud",Adobe,"San Jose, CA",3 days ago,10-29-2020,Take guidance from senior engineers to develop tools and infrastructure to support data acquisition and management workflows.,,https://www.indeed.com/rc/clk?jk=949e32927f2927f7&fccid=f89deb5a97c7738a&vjs=3
Data Scientist,ComResource,"Columbus, OH",8 days ago,10-29-2020,"This data science team consists of data engineers as well as specialists in statistical modeling and machine learning.
Experience with Python and SQL a must.",,https://www.indeed.com/rc/clk?jk=5f209ebf800582ea&fccid=92415fb2199c670e&vjs=3
QA Engineer,Convo Communications LLC,"Austin, TX",2 days ago,10-29-2020,"Experience analyzing stories, acceptance criteria, general requirements, developing test plans, test cases and preparing actual test data.",,https://www.indeed.com/rc/clk?jk=bc18006be42cf922&fccid=bd9cfedeed47009d&vjs=3
Software Engineer - MileSplit,FloSports,Remote,2 days ago,10-29-2020,"This will be a single-page application that displays real-time results and timing data.
As a full-stack engineer, you will be expected to have a familiarity…",,https://www.indeed.com/rc/clk?jk=2ba7e3a3348d6ea1&fccid=3e5db2de424b29e6&vjs=3
Multidisciplinary Engineer,Formlabs,"Somerville, MA",1 day ago,10-29-2020,"Are willing to question assumptions and back it up with data.
They use engineering, physics, and experimentation to turn goop into beautiful and accurate parts.",,https://www.indeed.com/rc/clk?jk=9657f1416668aa8b&fccid=8e0192a48bd27a99&vjs=3
NETWORK ENGINEER,Durham County,"Durham, NC",2 days ago,10-29-2020,"Manages network security operations through the detection, isolation, and remediation of all potential security risks to the network and data.","$65,072 - $117,129 a year",https://www.indeed.com/rc/clk?jk=c642a9b12898ad02&fccid=a8c3e2c2241a0216&vjs=3
Data Engineer,Capital One,"Richmond, VA",10 days ago,10-29-2020,"1+ year experience working on streaming data applications (Spark Streaming, Kafka, Kinesis, and Flink.
Utilize programming languages like Java, Scala, Python…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C3j_zLGvpMLCdiZ0WC46XqVTA1VMZzOzKXPhAXwYlrNag_LLRX9rPXC4LiA9BOzSn_wW7AZcI2JBoi74LqK3TBXYjEVqf86PnDs94pwFL3McaH3h0KcnXevmefKvY-ARfdv0YZHP3G8Avqhqsef4F1BvIGjHRcuEqKBYQuB8FpMd6sxqWSmNxqGpvLnlxXhEkWalEi-tdphep7OaL2aeel9k9Lv5Nry-I2b96p_9e9Vh5k9fFtpr0sZWvjKR-7fTdNHbw5xjEl7EZp_EXDkPsl8yFvqc0jVCErjdMGz-z83PQhoC1vTrAkhO7g1PZSJIqMbU5xEK7hqrFcR8PtpbDOS1qoXrcb100ODLFTm_cT5eiQ3dsGf80UpNrGONQlV5FN-YXQcCiTlA==&p=5&fvj=0&vjs=3
Software Engineer Intern,Intel,"Phoenix, AZ",Today,10-29-2020,"Working at these problems requires solving many technical challenges in the areas of file system, data storage, database, distributed computing, data analytics,…",,https://www.indeed.com/rc/clk?jk=8c8a64a7d76eb0b9&fccid=f1374be6a45f4b8a&vjs=3
Quality Assurance Engineer,TruConnect Communication Inc,Remote,9 days ago,10-29-2020,"This position is responsible for data collection, record keeping, and reporting results.
We are seeking a part time Field QA Engineer for conducting various…",,https://www.indeed.com/company/TruConnect-Communication-Inc/jobs/Quality-Assurance-Engineer-bd9c1221fbc5f858?fccid=df5d848ec4e443a7&vjs=3
Healthcare Outcomes Data Scientist,Arine,Remote,3 days ago,10-29-2020,"Work with large health claims such as eligibility data, medical claims, and prescription drug claims data.
Proficiency in analyzing a wide array of data types,…",,https://www.indeed.com/company/Arine/jobs/Healthcare-Outcome-Data-Scientist-c0c6baba66188618?fccid=d07496607cf96d6a&vjs=3
"AI/ML - Data Infrastructure Stream Processing Engineer, Siri Search & Knowledge Platform",Apple,"Seattle, WA",1 day ago,10-29-2020,Interest or knowledge in using public or private Kubernetes frameworks for scaling data and services infrastructure.,,https://www.indeed.com/rc/clk?jk=fd65203c28bedfc4&fccid=c1099851e9794854&vjs=3
"Software Engineer 2, Big Data",Intuit,"Mountain View, CA",2 days ago,10-29-2020,"2+ years of experience integrating technical processes and business outcomes – specifically: data and process analysis, data quality metrics/monitoring, data…",,https://www.indeed.com/rc/clk?jk=bd80b22c2b9aaf3e&fccid=9784ae78e9834539&vjs=3
Federal - Data Engineer,Accenture,"Washington, DC",7 days ago,10-29-2020,"Support design and development of data access APIs that allow enterprise access (as appropriate) to data.
Review, design, and develop data quality management…",,https://www.indeed.com/rc/clk?jk=d85ced8d9986ea8d&fccid=a4e4e2eaf26690c9&vjs=3
Senior Front End Engineer,AlphaSights Ltd.,"New York, NY",Just posted,10-29-2020,"We have self-taught engineers as well as graduates from top Computer Science and Engineering schools.
Push the boundaries of modern front end engineering to…",,https://www.indeed.com/rc/clk?jk=4ba876ee79f2bb99&fccid=915837b22fb3a5f0&vjs=3
"Senior Data Engineer, Alexa",Amazon.com Services LLC,"Seattle, WA",12 days ago,10-29-2020,Collaborate with data and software engineers to implement the design of our data architecture and to automate and scale statistical analyses developed by…,,https://www.indeed.com/rc/clk?jk=fd81863f2a11ca29&fccid=fe2d21eef233e94a&vjs=3
Escalation Engineer,Microsoft,"Charlotte, NC",Today,10-29-2020,"Capture engagement data, customer health, and communicate process and technology improvement feedback helping drive product improvement and automation.",,https://www.indeed.com/rc/clk?jk=033207b16173f6b5&fccid=734cb5a01ee60f80&vjs=3
"Software Engineer 2, Big Data",Intuit,"Mountain View, CA",2 days ago,10-29-2020,"2+ years of experience integrating technical processes and business outcomes – specifically: data and process analysis, data quality metrics/monitoring, data…",,https://www.indeed.com/rc/clk?jk=bd80b22c2b9aaf3e&fccid=9784ae78e9834539&vjs=3
Federal - Data Engineer,Accenture,"Washington, DC",7 days ago,10-29-2020,"Support design and development of data access APIs that allow enterprise access (as appropriate) to data.
Review, design, and develop data quality management…",,https://www.indeed.com/rc/clk?jk=d85ced8d9986ea8d&fccid=a4e4e2eaf26690c9&vjs=3
Senior Front End Engineer,AlphaSights Ltd.,"New York, NY",Just posted,10-29-2020,"We have self-taught engineers as well as graduates from top Computer Science and Engineering schools.
Push the boundaries of modern front end engineering to…",,https://www.indeed.com/rc/clk?jk=4ba876ee79f2bb99&fccid=915837b22fb3a5f0&vjs=3
"Senior Data Engineer, Alexa",Amazon.com Services LLC,"Seattle, WA",12 days ago,10-29-2020,Collaborate with data and software engineers to implement the design of our data architecture and to automate and scale statistical analyses developed by…,,https://www.indeed.com/rc/clk?jk=fd81863f2a11ca29&fccid=fe2d21eef233e94a&vjs=3
Escalation Engineer,Microsoft,"Charlotte, NC",Today,10-29-2020,"Capture engagement data, customer health, and communicate process and technology improvement feedback helping drive product improvement and automation.",,https://www.indeed.com/rc/clk?jk=033207b16173f6b5&fccid=734cb5a01ee60f80&vjs=3
Software Engineer,Thermo Fisher Scientific,"Hillsboro, OR",Today,10-29-2020,Design and implement services and UIs for data-rich applications in service-oriented architectures with polished user experience and data interactivity.,,https://www.indeed.com/rc/clk?jk=88bfc531f2fcb715&fccid=126e3afd205caa95&vjs=3
Linux Engineer,Internet of Things LLC,Remote,8 days ago,10-29-2020,"Deploying data lakes in AWS.
Manage the scalability and efficiency of the big data platform.
Support production grade AaaS and PaaS systems with systems…",$45 an hour,https://www.indeed.com/company/Internet-of-Things-LLC/jobs/Linux-Engineer-d39f9cfe23bc4e05?fccid=b58fbf7d04988fe3&vjs=3
"Investment Analytics & Data (Python, Software Engineering) - Summer 2021",Acadian Asset Management,"Boston, MA",13 days ago,10-29-2020,"Assist with various enhancements such as extensions to data access or visualization libraries.
Strong data management and statistics skills and a willingness to…",,https://www.indeed.com/rc/clk?jk=3a2d839b7ed44cf7&fccid=ba707b60ba7ef868&vjs=3
Frontend / Full Stack Software Engineer,Textio,"Seattle, WA",6 days ago,10-29-2020,"Work in small, empowered feature teams with teammates across Design, Product, Data Science, and Backend Engineering to drive complex features from start to…",,https://www.indeed.com/rc/clk?jk=f07c7dc3588d1053&fccid=e0368d24cb0bc926&vjs=3
Data Engineer - Mid Level (Remote Option),USAA,"Ocotillo, AZ",2 days ago,10-29-2020,"Analyze data and enable machine learning.
Help on-board entry level engineers.
Data Engineers deliver quality reporting and data intelligence solutions to the…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CdTBpsLrhs4IwmIsoO0brdHaF9POTtXIeJjdlamKYQ_HWXH6wnIvGcHbP1DP6LLSxajdK5t-TaDefS0I4ZGer3YqTW4OpCV2hVOcRhDe_r-cTPM5mZTHnaZipmIGxgNNPBYU7ZfnsUO0NHENIWCuBJ-rvdbMxX8PNjxyrhtiu5PFhKyHUxfHw1OS1p7I0Mc3sXUISmlT8ocoGhrx1g_J-Dixf6-L6D24swuXmP3FCtU-pyyWhJk9ZEpaPGnjZQg2j2HbM_MQhasHLPdiXimxH4sHm4TFTrxcmEKIXgyEBnfNnvSDxMOS4rIhtIVm2lZWg-q_m475rIJ_LXmM4h2F4I5B6Q30ctEClNcrIk2BgSbmWhFoM6rLQ_KLRJZbrHGJ8=&p=9&fvj=0&vjs=3
Quality Engineer,Sonic Electronix,"Louisville, KY",7 days ago,10-29-2020,"Ability to define problems, collects data, establishes facts, and draw valid conclusions.
Draft and complete all documents as part of our initial QMS release…","$5,000 a month",https://www.indeed.com/company/Sonic-Electronix/jobs/Quality-Engineer-b8cb982c2037d93d?fccid=242e060a7d6df933&vjs=3
Quality Assurance Engineer,Verisk Financial,"Burlingame, CA",3 days ago,10-29-2020,"LCI has an in-depth knowledge of bankruptcy, credit, fraud, payment transaction data, data processing and reporting.
Participate in daily stand-ups.",,https://www.indeed.com/rc/clk?jk=b542747a3de44dd1&fccid=d621f9a5603cfedd&vjs=3
Data Analyst - Looker,Elasticiti,New York State,7 days ago,10-29-2020,"The Analytics Engineer is responsible for developing data analyses for our clients, advising on data best practices, and having the technical expertise to…",,https://www.indeed.com/rc/clk?jk=8f66536d0dfa20a9&fccid=2a1e653a25c31309&vjs=3
"Splunk Engineer, Jr.",Cyber Defense Technologies,"Ashburn, VA",10 days ago,10-29-2020,"The candidate should be proficient with recognizing and onboarding new data sources into Splunk, analyzing the data for anomalies and trends, and building…","$125,000 a year",https://www.indeed.com/rc/clk?jk=084a64ffe8906899&fccid=8dce69bebc9bea7e&vjs=3
Senior Data Engineer,Havas,"Carlsbad, CA",1 day ago,10-29-2020,"These solutions include ETL, data modeling, data quality assessment and data delivery.
Experience in data modeling and working with large data sets.",,https://www.indeed.com/rc/clk?jk=792c82f09662eabf&fccid=383d6a00135d5d1a&vjs=3
"Building Engineer, Critical Data Centers",BGC Partners,"West Chester, OH",Just posted,10-29-2020,"Minimum of 5 years previous critical data center operations engineering experience.
Perform tests, rounds and analyzes data to ensure the proper functioning of…",,https://www.indeed.com/rc/clk?jk=80cba0c08799284e&fccid=d08a054a512224de&vjs=3
Senior Cloud Data Engineer,"Cottonwood Financial Administrative Services, LLC","Irving, TX",Just posted,10-29-2020,"Add new data sources to data lake.
4 years of progressive experience in data engineering, data management, analytics, and data architecture.","$95,000 a year",https://www.indeed.com/rc/clk?jk=99c980a965a0ba9f&fccid=fef9a3c70c369a2c&vjs=3
Data Pipeline Engineer,IBM,"Baton Rouge, LA",13 days ago,10-29-2020,"The Data Engineer defines and builds the data pipelines that will enable faster, better, data-informed decision-making within the business.",,https://www.indeed.com/rc/clk?jk=655949b5e8730e47&fccid=de71a49b535e21cb&vjs=3
Data Engineer,PayPal,"Scottsdale, AZ",8 days ago,10-29-2020,"Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and…",,https://www.indeed.com/rc/clk?jk=c6c8c3e854de7c1a&fccid=978d9fd9799d55a8&vjs=3
Senior Data Engineer,Hilton Grand Vacations,"Orlando, FL",7 days ago,10-29-2020,"Must be able to craft, develop and manipulate MS SQL databases, data marts, multifaceted databases and data warehouses.
Proficiency in MS Office Suite.",,https://www.indeed.com/rc/clk?jk=465295fec55fc029&fccid=4958b3cb1d771bec&vjs=3
Data Engineer,OneMagnify,"Dearborn, MI",9 days ago,10-29-2020,"Work with data scientists and software engineers to support data acquisition activities, data solution ideation, and implementation.",,https://www.indeed.com/rc/clk?jk=8c1281afff4b453f&fccid=0d9ff1d5ccfcf884&vjs=3
Site Reliability Engineer (Remote),Scope AR,"San Francisco, CA",Today,10-29-2020,"Scaling services and network infrastructure in a cloud or data centre environment.
Scope AR is the pioneer of enterprise-class augmented reality solutions,…",,https://www.indeed.com/rc/clk?jk=c9dff1f028a834f0&fccid=c278e90b85b22d9f&vjs=3
Solutions Engineer,Segment,California,Just posted,10-29-2020,"Develop subject matter expertise on the customer data landscape, and Segment's role within the customer data ecosystem.",,https://www.indeed.com/rc/clk?jk=627ec0928c404ff2&fccid=1ed502f6da51dc36&vjs=3
Jr. Software Engineer,UHIN,"Salt Lake City, UT",2 days ago,10-29-2020,"Code: An engineer with experience in backend or frontend technology (PHP, C#, .
Personal computer including; email, internet, word processing, spreadsheet and…","$63,000 - $87,000 a year",https://www.indeed.com/company/UHIN/jobs/Junior-Software-Engineer-3118e77e35109a9c?fccid=437b33a1bbba17d6&vjs=3
"Software Engineer, Backend",Kaskada,"Seattle, WA",7 days ago,10-29-2020,"Our Feature studio environment allows data scientists to work with data from billions of real-time events.
Designing how we efficiently store and query data.",,https://www.indeed.com/rc/clk?jk=61c9dbb9a287e9d9&fccid=d7e4c54ea3e69cf8&vjs=3
Data Engineer,Capital One,"Richmond, VA",10 days ago,10-29-2020,"1+ year experience working on streaming data applications (Spark Streaming, Kafka, Kinesis, and Flink.
Utilize programming languages like Java, Scala, Python…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C3j_zLGvpMLCdiZ0WC46XqVTA1VMZzOzKXPhAXwYlrNag_LLRX9rPXC4LiA9BOzSn_wW7AZcI2JBoi74LqK3TBXYjEVqf86PnDs94pwFL3McaH3h0KcnXevmefKvY-ARfdv0YZHP3G8Avqhqsef4F1BvIGjHRcuEpjSL3J1T3xcu4cjn-j1o63z1Q8QAG45IGUdCuAosoI0XSoQz0bMEGDH1g_kCNuOMoaqJVIl7llpjf1TRILps-P7ALhRVBf5X7y_MPI0EIM_4ErGdAlFSnI6Km5m0O2RqTV5CruJMLHFab41cwRyINsyb3Fe6P-8NzocATcy0LTGNwZOWcbf7ddYIoh7xKCmad_tuu_fp_dUZ-i8Gi3sCqGS00gYgOAeNZnftNo96jg9A==&p=10&fvj=0&vjs=3
Data Engineer - Mid Level (Remote Option),USAA,"Tolleson, AZ",2 days ago,10-29-2020,"Analyze data and enable machine learning.
Help on-board entry level engineers.
Data Engineers deliver quality reporting and data intelligence solutions to the…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CdTBpsLrhs4IwmIsoO0brdHaF9POTtXIeJjdlamKYQ_HWXH6wnIvGcHbP1DP6LLSxajdK5t-TaDWPVmrbwrt_eMrQ9e6SlgLMdWTxv1mOZqqoNzBV2JVfBZ0NS1QS0CFSSuS3uP0-K_TdygtjSLnVM1lP02R7ALQw5oGxH0l3Eix3JkDmRjYGzU7FQukbT6SMcsChPRO5lxj3Z-rvDvmccz16AFE2Jx72vKqp18pYhuplNhcQc0Ggnt2S8uzJGzJKyTE7q8ZgTaAQ0-9A7SY9Gl9MA71UeAxN11y1SdIlCIPdK7WKhx_h9SZdP5BIhkNzpda4lXx1aR8lao4EW9nZcYrgCc0smO_32-k8TL0rlzExyWtyEXQoSO-HRLprIpsc=&p=11&fvj=0&vjs=3
Data Engineer,JONDO,"Yorba Linda, CA",6 days ago,10-29-2020,"Some experience working with batch data, especially Facebook data, Google Analytics data, or any shipping carrier and payment system data.","$70,000 - $90,000 a year",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DV_TdDxrYPaTDvkiuz_Y8pxbdDODa2wCuSej1y-Wbu4PYd-dGGF4dMg2z5re39qwa6lXoFfUGQmMvaHDMOXczQ8YioJdau3aiNzu3536mweeYHB8fHB5atFHYiTrwrxRGNOu6IUr1u8RjBnaAAvaoltPLKTVv25ESySmowZLHbVwFjOQu2o1VYci5TO2rCBA1ZMa0yV5ZJ-8zzcSs13HYsMdQaIjlgfLt1j25Z5ntArWeHakUK6pCl4znaySFuK9aAZ3Bv1USsnQpniIzqiRZSBeucFvGuLps1MxfIZRswAjV6sYLJD-Gxvvy1vul3RAOVoUxp9byvqgNx8xl4mNu7oExPbWqlE9-uKyU4l_DZM7i50djHvUz8P1dEgY9Vqi-NvLnyjr-r109-kouC5mxbVOSTrREjaexAJU9ysVB6Nc5bcpFEwKXMcBPc2tvSv4qtLO2tOA0DAA==&p=12&fvj=1&vjs=3
"Software Engineer, Recent Graduate",eBay Inc.,"New York, NY",14 days ago,10-29-2020,"Able to use data to frame out and solve problems.
Be comfortable with algorithms and data structures, such as dynamic array, linked list, stack, queue, binary…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A9TGvvMbs_9tzUmxh-6hF76myvpV3Plf7hsqRV14VZ2cfT-rsmf5GVkyjrpTc8Pyhji68XoQPwXyb3F0sdspqE0RF3xdv0if93y3uYG-sA3zfXWdo8bUAyBYm5cGAHBpBTnMcP4f7xOqwi2muyYuvHHxMKwgCi_JM_4LtzjDmSATZ-0uTLAz3nCyeDOr3kS7IzD6Kfxdg5t_6s4ro1EZ19Or8qTLtp9TqvQvaDNyJB8xwBxgSXWB-I2dQZZfRIruXcGzzXrY16rLmo2dzFbIXGC9rKZU4j_G3GGczVd7LAy-P8VDTh_Q9c3mp4yDnXQuQTa8TlU2610zHChonQFgbm1T3TdCBM5C8FRhH-LpasbDZd85NmVAQN6Qnxv0l7PN2opZKt7HSaNw==&p=13&fvj=0&vjs=3
Junior Data Scientist,Leidos,"Pittsburgh, PA",1 day ago,10-29-2020,"Familiarity with (1) core data analytical concepts like rigorous data collection, data cleaning operations, data wrangling; (2) data visualization (scatterplots…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CZUO70VSdYKA8PR3jfrSh5ljhqJhfDt0PzQCMubt8cRnyhDD9XgeBp6fX700neD-NP6IWQyuUC-izvsz7qpEI5BgwcNYv-H8ZnvadbJsllirRWSJ5U4pzUOlfwwGdQLn646QATf-WgD3t1FEzVvoKhECmkePolm8PTHLcv-dQokFezgGEjzygJuPmmrMN5Dg4sxnOhSvtTZxCtJMh2MiuOi5fv8A1cwmAw1VBMog-ANpuLoHgV0hKsNf_z8T_1zqfeG-MfYtU6kkUtuaG1RQBOEQtVgbhEaw8IDBNHj1_GZg9YMrhamuHOQmizHvYB66lACm_Apt9wDAn2A0zaLSmT_9wCRbBcgSDJxsDemTc23mZAzsPZmhoeUXN4NsRxn49bP3tppLpmUkO1nQgvy0N96yqyi9R26glUNJ-6Ysq_jJ3cEIk7QO4o5fWubeAiFql17bsHoHyqvRawBToaOD-s3gRl1TUmbGNFDo8fBa-KlFmv5yFwAjkWjNIXsKwD2lQ=&p=14&fvj=0&vjs=3
R&D Engineer,Hisense Photonics Inc,"Silicon Valley, CA",13 days ago,10-29-2020,Plans designs of experiments to optimize laser diode structures based on laser device modeling and detailed analysis of experimental data.,"$77,000 - $102,000 a year",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dpfypl5QzlEktHHUNISqPPRl2AiLF8A2NhW8Sf0ao8ja5Yuse8RlZsVW_CYAQ66lVtpEu282BN5BRfvxla7dbVKO7RIDuDV0IilEaW3LhSoya8aAWShvqxL27YnnfQD_xD-SGy3h4vA83qyv1EEdkpbIbvd7ZKqQADg4WT34PblO059w3y8po0Gz4NHpXyTKoU1lna8AlkkXa2BrS5DxmtCT2oQgqchVegN_RsSChaGmSVGEuHTbsKQOOoxs2SoeEJYCloesZAJvTzZQpss5q_jHp0zU-6nNyoeq-EFWc9EHS8gpOFNp7Mt4lOJv0kSlDNazU0qBINOU36qcOQeGMD-ceGdzohA5_kwKRf78GNEfkXzxBWx7rwz7e5YCKrwoimpxER6VwQtPOfUxgb_dq1-czMVwN1t7J3fHye1jpeew7LZm6SRNyHDBc9PI4FIzeh0yREhbxgbg==&p=15&fvj=1&vjs=3
R&D Informatics & Data Engineer,Frontier Medicines,"South San Francisco, CA",6 days ago,10-29-2020,"Work closely with key stakeholders to design, implement and support research informatic solutions directed towards the capture, processing, analysis and…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BU9GAifL07WuH5XdCXMHHfSyO26SC6Fc_5Q8nQ8Tx2JLXMHb7j5izbY18yJBn15E7ozrzRyk0LiFRSIYPIxfHLO_CHJV48AMgNrd_QkriLS3aVKkOjKuMepsu7pw_FVFY3tvixI95jGOB_o738WwesQxirrJkNKcat25D5M_tdE2qXzS-ODPRiCiEPWwb0ikmlc3ctSWKSWNFN9O-cd8RUlTrO3VNKIFueQppN7SWoeOE9dKqAEQU5ElxtFPkdvlhBLzWL4tHfWvEclPW8rVePxbmQV7C2508vxbV1luK-450f38Lrq74tOMPyCmnUO-Q8Gd0_UpvmAOraIA8xtXp9RL5yp5VgC5tWDRGkNjmGnKdvRIIneD_lATSeONcX4wwrDX6QrMwO8HzalWS10xCCVuHWCEY6jy4FJPIYoVL0HZ6XcLViiLPDx6AW7PcUF5pbp_vbEvFS7iNohrH_LreXtzGoXI4zQtI=&p=16&fvj=1&vjs=3
