Title,Company,Location,PostDate,ExtractDate,Summary,Salary,JobUrl
Entry level Data engineer,Cloudbigdata Technologies,"San Francisco, CA",14 days ago,10-29-2020,"Create data tools for analytics and data scientist team members.
Expand and optimize our data collection and data pipeline architecture.",,https://www.indeed.com/rc/clk?jk=875119ecb194bc00&fccid=dd616958bd9ddc12&vjs=3
Data Engineer,SnapAV,"Charlotte, NC",2 days ago,10-29-2020,"Research and troubleshoot data stewardship issues surrounding data availability and data quality.
Works with data trustees across the organization to audit and…",,https://www.indeed.com/rc/clk?jk=9fb8b65a032ab8c0&fccid=8bc0890481358146&vjs=3
"Software Engineer, University Graduate",SingleStore,"San Francisco, CA",2 days ago,10-29-2020,"Our engineers are not just technical partners, but are also business partners who are exposed to all areas of the business, working with teams such as product,…",,https://www.indeed.com/rc/clk?jk=08a89947d2736c05&fccid=b3600a8d33b22e85&vjs=3
Cloud Data Engineer,"Cottonwood Financial Administrative Services, LLC","Irving, TX",Just posted,10-29-2020,"Add new data sources to data lake.
Translate business requirements into data harvesting prototypes (e.g. develop code to connect to APIs of new data sources for…","$72,200 a year",https://www.indeed.com/rc/clk?jk=dbb660a2885cbe52&fccid=fef9a3c70c369a2c&vjs=3
Software Engineer,Microsoft,"Redmond, WA",1 day ago,10-29-2020,"Proficiency in data structures and algorithms.
You will have opportunities to work on multiple layers of the technology stack, ranging from customer-focused…",,https://www.indeed.com/rc/clk?jk=56f4e375f83b933c&fccid=734cb5a01ee60f80&vjs=3
Data Engineer,Scalable Press,"Coppell, TX",8 days ago,10-29-2020,"3+ years of data engineering experience.
We're looking for an experienced Data Engineer to help deliver critical business intelligence through our data…",,https://www.indeed.com/rc/clk?jk=586fb38066b0eaa2&fccid=8adbcaeecdcdf99d&vjs=3
Data Engineer,QSS,"New York, NY",6 days ago,10-29-2020,"The strategy consists of an end-state robust and expandable model, data mining techniques, big data, data streaming, Data Lake, Cloud, visualization tools, and…",,https://www.indeed.com/company/Calibus-Inc/jobs/Data-Engineer-1590e61cdd9a153f?fccid=9fe76e1d86e088e1&vjs=3
ETL Data Engineer (Modeler),Primesoftinc,"New York, NY",8 days ago,10-29-2020,"Teams to understand their data needs.
Build stable, productionalized data pipelines to support Two.
You have experience developing data workflows and a good…",,https://www.indeed.com/company/Primesoftinc/jobs/ETL-Data-Engineer-aae5c673e7eed581?fccid=0540b5b387d37378&vjs=3
Azure Data Engineer,Cognizant Technology Solutions,"Deerfield, IL",Just posted,10-29-2020,"Expert and Key point of contact between the data analyst, data.
Analyze the data quality, data governance, compliance and other.
(DP-200 & DP-201) (Preferred).",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DgWDOTjUSjdL6pT3lQiEekmXvOVF8lPs3hFYban3v5DUmNj459u2k9KScRgDjchFMNl9CNz1nnRwLNnQLjHxD8G7HyhNX7WPxI-L_o7hjaFwxaD91IKOCcHiFMKyiIOyy8_ZYP-LTFCUd0D50iotadC5lpMtTBvE_2-RiYBOU2kFvF2JFzTpxZwSplh6JQ1GoOHc-8Jofotiqsb8rWsHwX-fQPQcDiQFvhKjvew7nkNlyGLjPcJJNVpN9uGYYjwPiMg4WIr0XbXusg2QMlnNZeyQmKdGPM9Io679gzYZK3d4hZPqi5UwY_UkiUtQqe7Nds5hr43QT-dCExArxVjg1nRGbaRxhqABk5Z96si1Pmz2OP8OH6E2JlvDLZjYRRhtZtUu7qWA-P6l3sWkNzRbAZ_409Lbi2plczvTXnfgP7hg7GotPEl6i9PljfCf4wlHeYdRDe4ZSvbj8uRvvL1Acjz3GzQpkg5WVq7hZSSxXGBUE1ugeY5eBJd32GSlfGP5O5Fh31oFGzGIxpnthHwrsAbYPZwXpqsH6HBWjTjHi40LJBSWAr348w&p=6&fvj=0&vjs=3
"Data Analytics Engineer, Content Analytics",Spotify,"New York, NY",2 days ago,10-29-2020,"Strong competency with SQL dialects on distributed or data lake style systems (Presto, BigQuery, Spark/Hive SQL, etc), including SQL based experience in nested…",,https://www.indeed.com/rc/clk?jk=d9f6a9b10eb6cf61&fccid=fe404d18bb9eef1e&vjs=3
Engineer In Training,Puget Sound Energy,"Bothell, WA",Just posted,10-29-2020,"Acquiring performance data from new and existing equipment or systems to validate against design parameters.
Puget Sound Energy is looking to hire early-career…",,https://www.indeed.com/rc/clk?jk=a453f6d762865f6b&fccid=51cb746ff520ae73&vjs=3
Entry level Data engineer,Cloudbigdata Technologies,"San Francisco, CA",14 days ago,10-29-2020,"Create data tools for analytics and data scientist team members.
Expand and optimize our data collection and data pipeline architecture.",,https://www.indeed.com/rc/clk?jk=875119ecb194bc00&fccid=dd616958bd9ddc12&vjs=3
Data Engineer,SnapAV,"Charlotte, NC",2 days ago,10-29-2020,"Research and troubleshoot data stewardship issues surrounding data availability and data quality.
Works with data trustees across the organization to audit and…",,https://www.indeed.com/rc/clk?jk=9fb8b65a032ab8c0&fccid=8bc0890481358146&vjs=3
U-SQL Consultant/ Data Engineer,Daybreak IT Solutions,Remote,14 days ago,10-29-2020,"Provide report predicting the future data, based on existing information.
U-SQL is the new big data query language of the Azure Data Lake Analytics service.",$63 - $73 an hour,https://www.indeed.com/company/Daybreak-IT-Solutions/jobs/U-SQL-Consultant-34fa57d7170662bc?fccid=40c9095a45ed6177&vjs=3
Big Data Engineer (internship),INTLMAEC,"San Jose, CA",3 days ago,10-29-2020,"Intelligent price compare system is an intelligent assistant system for consumer management in the era of big data.
Job Types: Full-time, Part-time, Internship.","$22,929 - $87,590 a year",https://www.indeed.com/company/IntlMAEC/jobs/Big-Data-Engineer-71efe7c4f87a8538?fccid=606951a4f32d97c6&vjs=3
Data Engineer/BI Developer,Amber Resourcing Ltd,"Somerset, KY",4 days ago,10-29-2020,"You must have worked on a data warehouse in a production environment.
You'd be the perfect fit if you're an experienced BI Developer/Data Engineer used to…",,https://www.indeed.com/rc/clk?jk=5bc280b70e14a93c&fccid=652daac23bab2138&vjs=3
BI Data Engineer,Coyote Logistics,"Chicago, IL",Just posted,10-29-2020,"They enjoy integrating key metrics into data pipelines and facilitating data democratization.
Troubleshoot and pinpoint root causes for data discrepancies and…",,https://www.indeed.com/rc/clk?jk=e5da71b81bd92989&fccid=a74a0fbbfa36acbd&vjs=3
React Engineer,Kunai Consulting,Remote,1 day ago,10-29-2020,"Experience with data structure libraries (e.g., Immutable.js).
Compile and analyze data, processes, and code to troubleshoot problems and identify areas for…",,https://www.indeed.com/rc/clk?jk=56485056435595ef&fccid=915002cec1e55486&vjs=3
BIg Data Engineer,rpo international Inc.,"Charlotte, NC",2 days ago,10-29-2020,"Develop standards and methodologies for benchmarking, performance, evaluation, testing, data security, and data privacy.
Job Types: Full-time, Contract.",,https://www.indeed.com/company/rpo-international-Inc./jobs/Big-Data-Engineer-f7cf87d9a8252e16?fccid=492631c1b0f4e25e&vjs=3
Data Science Engineer I,BlueCross BlueShield of Tennessee,"Chattanooga, TN",6 days ago,10-29-2020,"Expertise in the fields of data quality, data profiling, data security and master data concepts preferred.
Experience with enterprise data management solutions…",,https://www.indeed.com/rc/clk?jk=e5f21e36f14f05ee&fccid=9b344bb51fda6fd3&vjs=3
SQL Developer/Data Engineer,ELLKAY,"Elmwood Park, NJ",3 days ago,10-29-2020,"Prepare and perform data analysis and transformations to align data to business rules.
Extract data from Client’s machines and restoring databases.",,https://www.indeed.com/company/ELLKAY/jobs/SQL-Developer-Data-Engineer-499e2aac00a6862b?fccid=e6bfb9ea8d74430a&vjs=3
Data Engineer,Deloitte,"Austin, TX",1 day ago,10-29-2020,"Demonstrated expertise in building and optimizing ‘big data’ data pipelines, architectures and data sets.
The Data Engineer will support developers, database…",,https://www.indeed.com/rc/clk?jk=3c16be9bf2623183&fccid=9e215d88a6b33622&vjs=3
Python Developer/Data engineer,TMS LLC,"Pittsburgh, PA",1 day ago,10-29-2020,"Â€¢ Solid understanding of data structures, algorithms, object-oriented design (OOD) and pattern.
10+ years of experience is must.*.",From $50 an hour,https://www.indeed.com/company/TMS-LLC/jobs/Python-Developer-Data-Engineer-2a890724693fba2b?fccid=3c32480fa7f0fa60&vjs=3
Azure Cloud Data Engineer,"Global Resource Management, Inc","San Francisco, CA",1 day ago,10-29-2020,"Experience in Azure SQL Database, Database Administrative tasks, Disaster recovery.
Experience in Powershell and Python scripting.
CI/CD: 4 years (Preferred).",,"https://www.indeed.com/company/Global-Resource-Management,-Inc/jobs/Azure-Cloud-Data-Engineer-bd187bbdbb06d05f?fccid=3d86079100f3b475&vjs=3"
Big Data Software Engineer,Wood Mackenzie,"Houston, TX",2 days ago,10-29-2020,"Proven experience with data warehousing, data ingestion, and data profiling.
In depth knowledge of building/operating highly available, distributed systems of…",,https://www.indeed.com/rc/clk?jk=6ba06a01afa51ede&fccid=a7c45263be5bd036&vjs=3
"Building Engineer, Critical Data Centers",BGC Partners,"West Chester, OH",Just posted,10-29-2020,"Minimum of 5 years previous critical data center operations engineering experience.
Perform tests, rounds and analyzes data to ensure the proper functioning of…",,https://www.indeed.com/rc/clk?jk=80cba0c08799284e&fccid=d08a054a512224de&vjs=3
Data Engineer,Ramsey Solutions,"Franklin, TN",6 days ago,10-29-2020,"Understanding of data quality, data cleansing, data lifecycle, and metadata management.
You’ll be working with our business leaders and technology teams to…",,https://www.indeed.com/rc/clk?jk=1978f25c4fbdeaa1&fccid=e1dd27c82a2e0149&vjs=3
Data Migration Engineer,Rev.io,"Atlanta, GA",1 day ago,10-29-2020,"Gain exposure to large customer data sets involved in product migrations, and responsible for helping data flow into Rev.io from legacy customer systems.",,https://www.indeed.com/rc/clk?jk=44f3e2c6326e22c4&fccid=c25a3d3bf1f12e93&vjs=3
Azure Data Engineer,CoverMyMeds,Remote,6 days ago,10-29-2020,"Collaborate on the strategy of new cloud data stores and migration of existing data.
You also have an understanding of standard ETL tools and techniques,…",,https://www.indeed.com/rc/clk?jk=412efcd8f5b75952&fccid=ccecd557044fc03d&vjs=3
Data Engineer with “R” programming,Kodoai,"Quincy, MA",1 day ago,10-29-2020,"Spark, AWS S3, R Programming.
9 years of overall IT experience with at least 3 years of experience in Big Data (Hadoop, Spark, AWS).",$60 - $65 an hour,https://www.indeed.com/company/Kodoai/jobs/Data-Engineer-R-Programming-f80b1b1f49f48a5f?fccid=ed9416e8ae42f8a2&vjs=3
Software Engineer: Data Engineering,EnergyHub,"Brooklyn, NY",3 days ago,10-29-2020,"Improving tooling for data correctness.
Demonstrated expertise with MongoDB, DynamoDB or similar document-oriented data store.",,https://www.indeed.com/rc/clk?jk=1627eb64adee3c19&fccid=a05d513acd07aa63&vjs=3
Big Data Engineer,Econtenti Inc,"Princeton, NJ",1 day ago,10-29-2020,"Build distributed, scalable, and reliable data pipelines that ingest and process data at scale.
Must have solid foundation in data structures, algorithms,…",$31 - $65 an hour,https://www.indeed.com/company/Econtenti-Inc/jobs/Big-Data-Engineer-874be9c94aacd9ea?fccid=aebeb817f6c0dd17&vjs=3
Data Engineer – Orpheus,McKinsey & Company,"San Jose, CA",2 days ago,10-29-2020,"You will work closely with the Orpheus team to conduct data assessment, perform data quality checks, transform and load raw data using SQL and ETL tools.",,https://www.indeed.com/rc/clk?jk=9ef86f7ff31faf92&fccid=6576e7250aa78c3c&vjs=3
Data Scientist Consultant,Zora Digital,Remote,11 days ago,10-29-2020,"Understand various data structures and common methods in data transformation.
Leverage big data tools to incorporate new data sources into modeling pipelines.",Up to $75 an hour,https://www.indeed.com/company/Zora-Digital/jobs/Data-Scientist-Consultant-dfda875f6c2c2f4b?fccid=c4ae758572b8e76d&vjs=3
Data Engineer,Huckleberry Insurance,"San Francisco, CA",12 days ago,10-29-2020,"Build tooling that can be used by other engineers to capture essential product-related data.
Drive the collection of new data and the refinement of existing…",,https://www.indeed.com/rc/clk?jk=2d8854a268f5d471&fccid=cff710ddd500db7d&vjs=3
Data Software Engineer,Microsoft,"Redmond, WA",Today,10-29-2020,"Develop data set processes for data modeling, mining, and production and deliver the data to the data science team.
We make doing business with Microsoft easy.",,https://www.indeed.com/rc/clk?jk=a2eb8a1718b91c66&fccid=734cb5a01ee60f80&vjs=3
Data Engineer with “R” programming,Kodoai,"Quincy, MA",1 day ago,10-29-2020,"Spark, AWS S3, R Programming.
9 years of overall IT experience with at least 3 years of experience in Big Data (Hadoop, Spark, AWS).",$60 - $65 an hour,https://www.indeed.com/company/Kodoai/jobs/Data-Engineer-R-Programming-f80b1b1f49f48a5f?fccid=ed9416e8ae42f8a2&vjs=3
Data Science Engineer I,BlueCross BlueShield of Tennessee,"Chattanooga, TN",6 days ago,10-29-2020,"Expertise in the fields of data quality, data profiling, data security and master data concepts preferred.
Experience with enterprise data management solutions…",,https://www.indeed.com/rc/clk?jk=e5f21e36f14f05ee&fccid=9b344bb51fda6fd3&vjs=3
Data Engineer,Mythical Games,"Los Angeles, CA",12 days ago,10-29-2020,"Design and build robust data pipelines ETL'ing from multiple data sources.
Manage and inform data warehousing design.
Bachelor's Degree in a technical field.",,https://www.indeed.com/rc/clk?jk=c3a12313a281b9f3&fccid=79fb05417322f0aa&vjs=3
Data Engineer,Browse Info Solutions.,"Canton, MI",3 days ago,10-29-2020,"Data engineer will also contribute in the design of new data lake components and data marts.
Build data engineering expertise and own data quality for ingestion…",,https://www.indeed.com/rc/clk?jk=374effccf814b4b1&fccid=f76db06c3a4c2067&vjs=3
Cell Engineer,Tesla,"Palo Alto, CA",2 days ago,10-29-2020,"Correlate material properties to electrochemical cell test data.
Develop robust automated data analysis frameworks for the team.",,https://www.indeed.com/rc/clk?jk=775ee3ffe1318513&fccid=86e9be6ce380173e&vjs=3
"Virtual Data Analytics & Science Internships, Spring 2021",HBO,"New York, NY",2 days ago,10-29-2020,"Experience in data processing using SQL.
Demonstrated ability to conduct independent research utilizing large data sets.",,https://www.indeed.com/rc/clk?jk=5e4c8179efd94fc2&fccid=3e3eaa6aedf690a3&vjs=3
Data Engineer,Penumbra US,"Alameda, CA",13 days ago,10-29-2020,"Maintain and enhance data lake.
As member of the REAL System Data Team, this position will be responsible for building and maintaining data collection systems…",,https://www.indeed.com/rc/clk?jk=dbed77c351f61a8a&fccid=48d4b5e592158b7c&vjs=3
Data Innovation Lab Data Engineer,CompassRed,"Wilmington, DE",Today,10-29-2020,"Previous experience as a data engineer in cloud environments.
Technical expertise with data models, data mining, and segmentation techniques.",,https://www.indeed.com/rc/clk?jk=e5addcbfe0e68c11&fccid=898bb54c4a9667a5&vjs=3
Big Data Engineer/Lead,Pegasys Information Technologies,"Bethesda, MD",3 days ago,10-29-2020,"10+ Years of experience in IT development with 2+ years as a Lead.
Experience working on BIG Data experience (Spark/SCALA, Hadoop, Hive, Hbase, Hive).",$65 - $70 an hour,https://www.indeed.com/company/Sapta-Global-Inc/jobs/Big-Data-Engineer-Lead-a9d170eac78a22fd?fccid=237c5c6fda873251&vjs=3
"Data Engineer, #4175",Munich Re America Services,"Princeton, NJ",13 days ago,10-29-2020,Determine and implement requirements for development of standard data sets that will be used for data analysis and data mining.,,https://www.indeed.com/rc/clk?jk=82e4b7890dc1ffda&fccid=d4448c192a012f32&vjs=3
Data Engineer/Architect,"Insight Enterprises, Inc.","Cincinnati, OH",Just posted,10-29-2020,"Knowledge of data warehouse principles and methodologies: Kimbal, Inmon, Data vault, etc.….
Lead discussions with client leadership explaining architecture…",,https://www.indeed.com/rc/clk?jk=b34ab8e1d2226aef&fccid=69247daab4a84a92&vjs=3
"Data Engineer, #4175",Munich Re America Services,"Princeton, NJ",13 days ago,10-29-2020,Determine and implement requirements for development of standard data sets that will be used for data analysis and data mining.,,https://www.indeed.com/rc/clk?jk=82e4b7890dc1ffda&fccid=d4448c192a012f32&vjs=3
Data Engineer/Architect,"Insight Enterprises, Inc.","Cincinnati, OH",Just posted,10-29-2020,"Knowledge of data warehouse principles and methodologies: Kimbal, Inmon, Data vault, etc.….
Lead discussions with client leadership explaining architecture…",,https://www.indeed.com/rc/clk?jk=b34ab8e1d2226aef&fccid=69247daab4a84a92&vjs=3
Associate Data Support Engineer,nCino,"Salt Lake City, UT",2 days ago,10-29-2020,"Knowledge of data management and SQL.
Analyze customer data requirements and provide gap analysis.
Work closely with customers to understand their data…",,https://www.indeed.com/rc/clk?jk=12d1fdc3a4b4e035&fccid=338339e2ef00e2fa&vjs=3
Data Engineer,WellNow Urgent Care,"Chicago, IL",6 days ago,10-29-2020,"Strong Understanding of Agile Data Warehouse Development, data modeling and data classification.
Design and develop complex ETL data loading packages.",,https://www.indeed.com/rc/clk?jk=8ba542cd7417bce9&fccid=8f8b24a6fb7522ae&vjs=3
Sr. Data Engineer,Bimarian Information Technologies Pvt. Ltd..,"Santa Clara, CA",6 days ago,10-29-2020,"This is a Mid to Sr. level role, the candidate must have at least 9+ of experience.
The ideal candidate must have prior work experience 5+ years of experience…",,https://www.indeed.com/rc/clk?jk=be4f6a54bd3c2533&fccid=8f10fc3b6371aa42&vjs=3
Software Engineer Apprentice,IBM,"San Jose, CA",1 day ago,10-29-2020,"IBM provides you with the most comprehensive and consistent approach to development, security and operations across hybrid environments—with complete software…",,https://www.indeed.com/rc/clk?jk=18c6be46675e7070&fccid=de71a49b535e21cb&vjs=3
Data Engineer,Oracle,United States,6 days ago,10-29-2020,"The engineer will design, build and maintain data warehouse, organize data into subject areas, understand data consumption and data visualization components…",,https://www.indeed.com/rc/clk?jk=7be74c79ff81ce7b&fccid=cd22d01053af7669&vjs=3
Data Engineer,Digital Dhara,"Columbus, OH",2 days ago,10-29-2020,"The Data Engineer will support our software developers, database architects, data analysts and data scientists on data initiatives and will ensure optimal data…","$100,000 - $110,000 a year",https://www.indeed.com/company/Digital-Dhara-LLC/jobs/Data-Engineer-6da842872b74e5c6?fccid=c77b76135d73a183&vjs=3
Data Engineer (Contract),Dotdash,"New York, NY",9 days ago,10-29-2020,"Help develop data pipelines to automate content migrations between both internal and external data sources.
Build and maintain APIs to serve our data to other…",,https://www.indeed.com/rc/clk?jk=558dda57d6620b6b&fccid=b909eaba32633189&vjs=3
QA Engineer,ServiceChannel,"Pleasanton, CA",2 days ago,10-29-2020,"This individual will ensure quality remains a key priority across all areas of our platform.
You will have a huge impact on the quality of ServiceChannel's…",,https://www.indeed.com/rc/clk?jk=2b6cfc2f2dd985ac&fccid=d8782c0b81f298db&vjs=3
ENGINEER V - Data Engineer,"HRL Laboratories, LLC","Malibu, CA",Just posted,10-29-2020,"As a senior software engineer on the data engineering team you will be responsible for developing data models and pipelines to enable aggregation, organization,…",,https://www.indeed.com/rc/clk?jk=7d6fe384be1c77a9&fccid=61a105cfbc724ff8&vjs=3
Sr Cloud Data Engineer,Shark Analytics,"St. Louis, MO",10 days ago,10-29-2020,Build or configure infrastructure required for optimal ETL of data into an analytics environment from a variety of data sources using SQL and Cloud ‘data’…,,https://www.indeed.com/company/Shark-Analytics/jobs/Senior-Cloud-Data-Engineer-58c5fa495425b941?fccid=3557a9d303b63f86&vjs=3
Data Engineer,"7-Eleven, Inc.","Irving, TX",7 days ago,10-29-2020,"Participating in designing new data applications.
Developing and implementing different aggregations, features and builds data pipelines to solve different…",,https://www.indeed.com/rc/clk?jk=5278f941c225b4cd&fccid=e22ec123cbb88199&vjs=3
Data Engineer and Integrator,PCS Global Tech,"Wayne, PA",6 days ago,10-29-2020,"Providing technical expertise on data storage structures, data mining, and data cleansing.
Maintain, support, and enhance the business intelligence data backend…","$60,000 - $70,000 a year",https://www.indeed.com/company/PCS-GLOBAL-TECH/jobs/Data-Engineer-Integrator-c27ce7bac66be408?fccid=252beafbd99a6037&vjs=3
Entry Level Software Engineer,Emerson,"Austin, TX",2 days ago,10-29-2020,"Knowledge of and experience with data structures, algorithm analysis and software design.
We are looking for talented college graduates to design, implement and…",,https://www.indeed.com/rc/clk?jk=ede30563d7107b7f&fccid=c3d73a6fd53e8543&vjs=3
"Data Warehouse Engineer - Greenville, SC",Jamison Professional Services Inc,"Greenville, SC",8 days ago,10-29-2020,The ideal candidate is an experienced ETL developer and data wrangler who enjoys optimizing data warehouses and data management.,,https://www.indeed.com/rc/clk?jk=b45e4a2c52866d81&fccid=f7b518065d0484b9&vjs=3
Data Engineer - Azure,"Solution Design Group, Inc.","Golden Valley, MN",9 days ago,10-29-2020,"Leveraging non-database data storage alternatives to maximize performance, costs and data quality.
Design and development of relational and non-relational…",,https://www.indeed.com/rc/clk?jk=c51c3c03930fb19e&fccid=8788692be001357f&vjs=3
Data Scientist Winter Intern,Zora Digital,Remote,11 days ago,10-29-2020,"Understand various data structures and common methods in data transformation.
Leverage big data tools to incorporate new data sources into modeling pipelines.",Up to $20 an hour,https://www.indeed.com/company/Zora-Digital/jobs/Data-Scientist-Winter-Intern-06fec8499c5317a5?fccid=c4ae758572b8e76d&vjs=3
Data Analyst,Tradesy,California,12 days ago,10-29-2020,"Excellent SQL and data modeling skills.
3+ years experience in an analytics or data related role.
Our ideal candidate will be a storyteller who can paint…",,https://www.indeed.com/rc/clk?jk=104807b1192f67a2&fccid=c9a09a236a7e5829&vjs=3
Data Engineer,Travelers,"Hartford, CT",8 days ago,10-29-2020,"Creates moderate (technology and features) data visualization techniques to help support data exploration.
Develops process to acquire and integrate data.",,https://www.indeed.com/rc/clk?jk=039a4487745ddf1d&fccid=916ff25d86c6fe24&vjs=3
Data Engineer,Govini,"Pittsburgh, PA",Just posted,10-29-2020,"Improve data sharing, increase data repurposing and improve cost efficiency associated with data management efforts.
Expert at advanced SQL programming.",,https://www.indeed.com/rc/clk?jk=69f09f4a411ce8fa&fccid=932bcab1f7ee18f8&vjs=3
Data Engineer - Mid Level,USAA,"Plano, TX",5 days ago,10-29-2020,"Analyze data and enable machine learning.
Help on-board entry level engineers.
Data Engineers deliver quality reporting and data intelligence solutions to the…",,https://www.indeed.com/rc/clk?jk=a541a0dcc7e4d562&fccid=3a1edc2d763c4288&vjs=3
AWS Data Engineer,Agama Solutions,"San Francisco, CA",8 days ago,10-29-2020,"Managing AWS infrastructure as code using Terraform.
Understanding of AWS IAM roles and VPC connectivity are important.",,https://www.indeed.com/rc/clk?jk=11563ec216b6e410&fccid=db130263a2af3230&vjs=3
Data Scientist,"Avicena, LLC",Remote,10 days ago,10-29-2020,"Collaborate tightly with a team of software engineers, signal processing engineers, and other data scientists to generate diagnostic models based on clinical…","$120,000 - $150,000 a year","https://www.indeed.com/company/Avicena,-LLC/jobs/Data-Scientist-6c59fa987e480e20?fccid=d820b5381c2558ed&vjs=3"
Big Data Engineer/Lead,Pegasys Information Technologies,"Bethesda, MD",3 days ago,10-29-2020,"10+ Years of experience in IT development with 2+ years as a Lead.
Experience working on BIG Data experience (Spark/SCALA, Hadoop, Hive, Hbase, Hive).",$65 - $70 an hour,https://www.indeed.com/company/Sapta-Global-Inc/jobs/Big-Data-Engineer-Lead-a9d170eac78a22fd?fccid=237c5c6fda873251&vjs=3
Senior Data Engineer,All Inbox,"Fort Lee, NJ",9 days ago,10-29-2020,"Experience refining non-uniform or unstructured data into actionable data products.
Passionate about designing elegant ETL pipelines for big data systems.",,https://www.indeed.com/rc/clk?jk=b072a90b9c860537&fccid=51c6de854f236e57&vjs=3
Cloud Data Engineer,Tredence Inc.,Remote,3 days ago,10-29-2020,"Knowledge on legacy database migration to cloud picking the right technologies big data, data warehousing, no SQL, distributed caching.","$100,000 - $150,000 a year",https://www.indeed.com/company/Tredence-Inc./jobs/Cloud-Data-Engineer-56bcd8913b6f52e7?fccid=eae9a0ac215a70c2&vjs=3
Associate Data Support Engineer,nCino,"Salt Lake City, UT",2 days ago,10-29-2020,"Knowledge of data management and SQL.
Analyze customer data requirements and provide gap analysis.
Work closely with customers to understand their data…",,https://www.indeed.com/rc/clk?jk=12d1fdc3a4b4e035&fccid=338339e2ef00e2fa&vjs=3
Data Engineer,Centerfield,"Los Angeles, CA",8 days ago,10-29-2020,"You will help design the data collection infrastructure in support of Centerfield’s Data Architecture.
Experience building reports and data visualization with…",,https://www.indeed.com/rc/clk?jk=7dd3a64a9612275e&fccid=6b69dc7df34f1cdc&vjs=3
Data Engineer,Dotdash,"New York, NY",9 days ago,10-29-2020,"Help develop data pipelines to automate content migrations between both internal and external data sources.
Build and maintain APIs to serve our data to other…",,https://www.indeed.com/rc/clk?jk=b7004c76c971ea99&fccid=b909eaba32633189&vjs=3
Data Pipeline Engineer,IBM,"Baton Rouge, LA",13 days ago,10-29-2020,"The Data Engineer defines and builds the data pipelines that will enable faster, better, data-informed decision-making within the business.",,https://www.indeed.com/rc/clk?jk=655949b5e8730e47&fccid=de71a49b535e21cb&vjs=3
Test engineer/ Data Collection (AI/ML),Virtusa,"Fremont, CA",7 days ago,10-29-2020,"You will be supporting the Machine learning team by running long running experiments on multiple ML devices.
Experience working with Linux, starting/restarting…",,https://www.indeed.com/rc/clk?jk=7e46ef6e3003eab7&fccid=146443e77d8c0778&vjs=3
Big Data Software Engineer,"JPMorgan Chase Bank, N.A.","Wilmington, DE",1 day ago,10-29-2020,"Advanced knowledge of application, data, and infrastructure architecture disciplines.
BS/BA degree or equivalent experience.",,https://www.indeed.com/rc/clk?jk=09fc95346dcaa56c&fccid=aaf3b433897ea465&vjs=3
Data Engineer,Itility,"San Diego, CA",8 days ago,10-29-2020,"As Hadoop data engineer, you are responsible for the functional part of provisioning data - eg building data inserted pipelines and data connectors.","$80,000 - $125,000 a year",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CHMQdqSgwEG8kiMfPxdvpQEyd6VhWmdX3N1gBfyFHBJtVvgJvpm7HvHrjtCPT_OD71X1gY5yOAKTMF4dP6PXGabc0ghyCplinY-NIg3MWHm6My0FmspfGmqkQPYx61RMPQKhFSW_xd20QsxQ1rxd4w4ak2XtNFCywO64PtokIz5aIJTxyaALyA9_lViVoOXswlRjYSkIrFkOSLUUlFr-lP6zVHQ-BBXrKYVyQasOKq6n3ulcO79PGXHAKE8GdPkpNMG-CzL-WqDKSVOpRKQNr1q6Dwxtbs38bFDCOwE0Mq1olWVr3nP0yCy30W_FVt6SQp2uh8QY-iqaL05yf43Anml0HTf5FMZ8FKjKfLbKb6NtmeS5Ox3fADOr7wz9uoM0I1gNkIPGq6NanqX9uE4FXma5bXMjax8nLEFkSOij3lNRJdX6tli_aT6mnHJnGaj5B8ag1XHZT98A==&p=3&fvj=1&vjs=3
AWS Data Engineer,Virtusa,"New York, NY",Today,10-29-2020,"Experience implanting a data lake architecture.
Minimum 3 years ETL / data movement tools (Glue).
Extensive knowledge and experience using concepts including…",,https://www.indeed.com/rc/clk?jk=b3594484a60c8686&fccid=146443e77d8c0778&vjs=3
Data Engineer / Architect with GCP,ProIT Inc,"Mahwah, NJ",8 days ago,10-29-2020,"2-4 years’ experience in Google Cloud Platform (GCP).
Google Cloud Platform (GCP) Certification is big plus.
Data Engnieer: 10 years (Required).",,https://www.indeed.com/company/ProIT-Inc/jobs/Data-Engineer-1fe0aca6fe277446?fccid=67055e627757e34f&vjs=3
Senior Data Engineer,"ReliaQuest, LLC.","Tampa, FL",7 days ago,10-29-2020,"This position will support our software developers, database architects, business analysts and data scientists on data initiatives and will ensure optimal data…",,https://www.indeed.com/rc/clk?jk=124f3e68a2683673&fccid=399ca3c01ad9c434&vjs=3
"Associate Scientist, SRNL","Savannah River Nuclear Solutions, LLC","Aiken, SC",2 days ago,10-29-2020,"Perform initial data evaluation and report results including statistical analyses and data analysis to lead researcher.
Ability to apply formal training.","$52,272 - $69,552 a year",https://www.indeed.com/rc/clk?jk=174fd8bd944a6bd1&fccid=8ab49380963852ab&vjs=3
